triangle,target,leg1,leg2,score,adf_p,half_life,resid_std,n
KAVAUSDT|ETHUSDT|BNBUSDT,KAVAUSDT,ETHUSDT,BNBUSDT,-0.1596300433435502,2.96767864560545e-05,19.152043986851297,0.18273083823462027,1499
HBARUSDT|BTCUSDT|BNBUSDT,HBARUSDT,BTCUSDT,BNBUSDT,-0.15966398969653617,0.00011511143939293453,19.14586539085719,0.17040979781217733,1267
XLMUSDT|ETHUSDT|SOLUSDT,XLMUSDT,ETHUSDT,SOLUSDT,-0.16023536594649734,0.00675309859468472,18.417872082217514,0.1440169167673786,1451
BTCDOMUSDT|BTCUSDT|SOLUSDT,BTCDOMUSDT,BTCUSDT,SOLUSDT,-0.1611444541723492,3.711948182396781e-05,19.332880162863027,0.059609573992271465,1171
CELRUSDT|ETHUSDT|BNBUSDT,CELRUSDT,ETHUSDT,BNBUSDT,-0.1612516277266743,0.0003222956255268973,19.31151985213769,0.20722924348079275,1255
DYDXUSDT|BTCUSDT|SOLUSDT,DYDXUSDT,BTCUSDT,SOLUSDT,-0.1617081364913892,0.00039406954108909214,19.357688034036016,0.1864674218583038,1090
RVNUSDT|ETHUSDT|BNBUSDT,RVNUSDT,ETHUSDT,BNBUSDT,-0.16213311558037907,1.0517472416391595e-07,19.45596124867859,0.18809466487973034,1289
SUSHIUSDT|ETHUSDT|SOLUSDT,SUSHIUSDT,ETHUSDT,SOLUSDT,-0.16215874280527243,1.655288848515722e-05,19.457062790014472,0.20033791933823072,1451
SANDUSDT|BTCUSDT|BNBUSDT,SANDUSDT,BTCUSDT,BNBUSDT,-0.16282566297723106,2.9307920290552503e-05,19.535562606832862,0.24119043830301892,1318
DOTUSDT|ETHUSDT|BNBUSDT,DOTUSDT,ETHUSDT,BNBUSDT,-0.16304661538493267,1.5237426223388949e-06,19.56541099707724,0.15047479862997853,1474
RSRUSDT|ETHUSDT|BNBUSDT,RSRUSDT,ETHUSDT,BNBUSDT,-0.16314856829723534,2.486268043461585e-05,19.574844674016088,0.22570796514071104,1416
ZRXUSDT|ETHUSDT|BNBUSDT,ZRXUSDT,ETHUSDT,BNBUSDT,-0.16333873296279514,2.2470812979952547e-05,19.59795145797782,0.19181033662764427,1533
ZILUSDT|BNBUSDT|SOLUSDT,ZILUSDT,BNBUSDT,SOLUSDT,-0.1633408948919696,0.0003097637577255858,19.56373573610928,0.21452626745185524,1451
ZILUSDT|BTCUSDT|ETHUSDT,ZILUSDT,BTCUSDT,ETHUSDT,-0.16354926935118377,1.406813548005756e-05,19.624224145884448,0.19781939186082528,1539
C98USDT|ETHUSDT|SOLUSDT,C98USDT,ETHUSDT,SOLUSDT,-0.16390479834690147,2.829025355278622e-05,19.665180971201842,0.17004857814950536,1107
ZRXUSDT|ETHUSDT|SOLUSDT,ZRXUSDT,ETHUSDT,SOLUSDT,-0.16453283589286047,2.509821841035207e-05,19.740928520934016,0.1915692126712936,1451
ONEUSDT|ETHUSDT|BNBUSDT,ONEUSDT,ETHUSDT,BNBUSDT,-0.16455055998899873,8.955677208129012e-06,19.74499251741487,0.20321835141349587,1266
BATUSDT|ETHUSDT|SOLUSDT,BATUSDT,ETHUSDT,SOLUSDT,-0.16499059631842786,0.000939602316611325,19.686119280217984,0.16527010392204347,1451
SNXUSDT|ETHUSDT|BNBUSDT,SNXUSDT,ETHUSDT,BNBUSDT,-0.16505783867058046,2.462963854683943e-06,19.806645084807094,0.1898835011388632,1482
FILUSDT|BTCUSDT|BNBUSDT,FILUSDT,BTCUSDT,BNBUSDT,-0.16543566298866333,3.8759425383406084e-06,19.851814445535,0.18240244640378475,1419
ZENUSDT|BTCUSDT|ETHUSDT,ZENUSDT,BTCUSDT,ETHUSDT,-0.16632722010406625,1.630546849986114e-05,19.957309756267964,0.17559280465305485,1380
CELRUSDT|BTCUSDT|SOLUSDT,CELRUSDT,BTCUSDT,SOLUSDT,-0.1666858739402567,3.286421808560035e-05,19.99836116666053,0.18861663770284515,1255
ETCUSDT|ETHUSDT|SOLUSDT,ETCUSDT,ETHUSDT,SOLUSDT,-0.1669179350116552,0.0007961211889820213,19.93461765872078,0.17777421337244687,1451
BATUSDT|BTCUSDT|ETHUSDT,BATUSDT,BTCUSDT,ETHUSDT,-0.16772726127254645,1.476378234595002e-05,20.12549969882406,0.16715176926469813,1665
ONEUSDT|BNBUSDT|SOLUSDT,ONEUSDT,BNBUSDT,SOLUSDT,-0.168017837075748,1.914888821672812e-06,20.161910662431158,0.17796397191286803,1266
BANDUSDT|ETHUSDT|SOLUSDT,BANDUSDT,ETHUSDT,SOLUSDT,-0.16839116101576446,1.0217475619484028e-06,20.206816712184303,0.17875322030907137,1451
ETCUSDT|ETHUSDT|BNBUSDT,ETCUSDT,ETHUSDT,BNBUSDT,-0.16844765443194348,0.00580245569300809,19.517423848672248,0.18387023470058775,1668
IOTAUSDT|ETHUSDT|SOLUSDT,IOTAUSDT,ETHUSDT,SOLUSDT,-0.16862974876075945,4.19685624887847e-06,20.235066228541267,0.16986378128703553,1451
C98USDT|BTCUSDT|BNBUSDT,C98USDT,BTCUSDT,BNBUSDT,-0.1694259164901968,3.215635905532129e-05,20.32725121573698,0.1576790111531302,1107
BCHUSDT|BTCUSDT|SOLUSDT,BCHUSDT,BTCUSDT,SOLUSDT,-0.1695113926716139,0.0018350903912165179,20.121156273647685,0.15827978667040365,1451
FILUSDT|BNBUSDT|SOLUSDT,FILUSDT,BNBUSDT,SOLUSDT,-0.16958623455860825,3.0137969997130748e-06,20.349986491393025,0.19193752209714854,1419
1INCHUSDT|ETHUSDT|SOLUSDT,1INCHUSDT,ETHUSDT,SOLUSDT,-0.1695864195720451,1.959399460043818e-05,20.348019069293358,0.1464613886025009,1349
RUNEUSDT|BTCUSDT|ETHUSDT,RUNEUSDT,BTCUSDT,ETHUSDT,-0.16974634357827525,1.3339775027500863e-05,20.36796045638973,0.23743789142447974,1461
DASHUSDT|ETHUSDT|SOLUSDT,DASHUSDT,ETHUSDT,SOLUSDT,-0.17059722534504873,3.150817573674535e-07,20.471629231594964,0.14954679225621081,1451
CHRUSDT|BTCUSDT|ETHUSDT,CHRUSDT,BTCUSDT,ETHUSDT,-0.1718985419930898,7.741771577308177e-08,20.627815749044885,0.2179598771334387,1272
SNXUSDT|ETHUSDT|SOLUSDT,SNXUSDT,ETHUSDT,SOLUSDT,-0.17241020159460113,1.098322522982446e-05,20.687906204324555,0.18667163167655001,1451
HBARUSDT|BTCUSDT|ETHUSDT,HBARUSDT,BTCUSDT,ETHUSDT,-0.17251845061396232,0.0020680781104014025,20.454044700427307,0.1694069780721909,1267
ADAUSDT|BTCUSDT|SOLUSDT,ADAUSDT,BTCUSDT,SOLUSDT,-0.17309122142258412,4.583775730714494e-06,20.77039651762241,0.14416227081613292,1451
IOTAUSDT|BTCUSDT|ETHUSDT,IOTAUSDT,BTCUSDT,ETHUSDT,-0.17365695453087815,3.7345169928084644e-06,20.83838640166624,0.17345920508964774,1666
ADAUSDT|ETHUSDT|SOLUSDT,ADAUSDT,ETHUSDT,SOLUSDT,-0.17375334149590485,0.00031766527594152767,20.812281146395602,0.1497236640184536,1451
GRTUSDT|ETHUSDT|BNBUSDT,GRTUSDT,ETHUSDT,BNBUSDT,-0.17403457268318331,0.0005915038224229744,20.81316826329124,0.18794020675560502,1355
AVAXUSDT|BTCUSDT|ETHUSDT,AVAXUSDT,BTCUSDT,ETHUSDT,-0.17553023151181865,1.7597718862933315e-07,21.063606664155603,0.23251681692299306,1442
EGLDUSDT|ETHUSDT|SOLUSDT,EGLDUSDT,ETHUSDT,SOLUSDT,-0.17575039984736357,0.00010715406426036664,21.077189493972384,0.17273059137862928,1451
ENJUSDT|BTCUSDT|SOLUSDT,ENJUSDT,BTCUSDT,SOLUSDT,-0.17626625187714443,1.8061746549388955e-06,21.151733484298738,0.21041991869628981,1436
ETCUSDT|BTCUSDT|SOLUSDT,ETCUSDT,BTCUSDT,SOLUSDT,-0.17643750580983747,6.178552155853989e-05,21.165086434593473,0.19583361442260053,1451
ANKRUSDT|ETHUSDT|SOLUSDT,ANKRUSDT,ETHUSDT,SOLUSDT,-0.1765067288153166,4.4708892567604814e-05,21.175442390729877,0.15906603872920755,1317
SANDUSDT|BNBUSDT|SOLUSDT,SANDUSDT,BNBUSDT,SOLUSDT,-0.17688742902628418,0.0035609602494870124,20.79917625321566,0.26823413051247685,1318
C98USDT|ETHUSDT|BNBUSDT,C98USDT,ETHUSDT,BNBUSDT,-0.17715675126836924,0.00013864301173070694,21.242172990796625,0.17259016001695066,1107
ENJUSDT|ETHUSDT|BNBUSDT,ENJUSDT,ETHUSDT,BNBUSDT,-0.17743350892632442,6.113900117407485e-05,21.284684391018043,0.20325678064308367,1436
IOSTUSDT|ETHUSDT|SOLUSDT,IOSTUSDT,ETHUSDT,SOLUSDT,-0.1780068020888128,0.00017432186448275447,21.339897626919605,0.18520291839569303,1451
MASKUSDT|BTCUSDT|ETHUSDT,MASKUSDT,BTCUSDT,ETHUSDT,-0.17870168859989538,4.79610705655649e-05,21.438447303519578,0.23556749445685413,1104
1000SHIBUSDT|ETHUSDT|BNBUSDT,1000SHIBUSDT,ETHUSDT,BNBUSDT,-0.17999001157669414,0.00015321790688649175,21.58041524037692,0.24824672823344085,1213
ONEUSDT|BTCUSDT|SOLUSDT,ONEUSDT,BTCUSDT,SOLUSDT,-0.18023610285422176,1.336903205562374e-05,21.626728058659936,0.18114579564657002,1266
TRBUSDT|BTCUSDT|SOLUSDT,TRBUSDT,BTCUSDT,SOLUSDT,-0.1807045581889697,1.593753221485215e-05,21.68263447881058,0.31652852373434776,1451
ICXUSDT|ETHUSDT|BNBUSDT,ICXUSDT,ETHUSDT,BNBUSDT,-0.18106088475246246,5.751170237028476e-06,21.726616029867053,0.17352349096016773,1450
ONTUSDT|ETHUSDT|SOLUSDT,ONTUSDT,ETHUSDT,SOLUSDT,-0.18106219453055036,5.2264967123399614e-05,21.721191547611234,0.16474844924798748,1451
VETUSDT|BTCUSDT|ETHUSDT,VETUSDT,BTCUSDT,ETHUSDT,-0.18182298909530958,1.722939195287283e-05,21.816691164402805,0.20663152911016622,1664
1000SHIBUSDT|BTCUSDT|ETHUSDT,1000SHIBUSDT,BTCUSDT,ETHUSDT,-0.18214145912602764,0.01221339172352685,20.391368088300094,0.24851972236019146,1213
KNCUSDT|BTCUSDT|ETHUSDT,KNCUSDT,BTCUSDT,ETHUSDT,-0.18240407744132706,0.0009545882438089315,21.773938703702175,0.20862607505226033,1535
SANDUSDT|ETHUSDT|BNBUSDT,SANDUSDT,ETHUSDT,BNBUSDT,-0.18331767241707403,9.189718600536379e-05,21.98709302772824,0.2776792809264517,1318
SANDUSDT|BTCUSDT|ETHUSDT,SANDUSDT,BTCUSDT,ETHUSDT,-0.18364244608247524,5.171002176622514e-05,22.03088832728508,0.2850128536044343,1318
AVAXUSDT|ETHUSDT|BNBUSDT,AVAXUSDT,ETHUSDT,BNBUSDT,-0.18594756082024244,0.00018184789023388095,22.291885551601027,0.24560339796006334,1442
BTCDOMUSDT|BTCUSDT|ETHUSDT,BTCDOMUSDT,BTCUSDT,ETHUSDT,-0.18690244849375745,2.4914359117243927e-05,22.425304096156825,0.030541030341524247,1171
CELRUSDT|ETHUSDT|SOLUSDT,CELRUSDT,ETHUSDT,SOLUSDT,-0.18802424870803577,0.0007265604303124864,22.475722593326793,0.2014696062936897,1255
AVAXUSDT|ETHUSDT|SOLUSDT,AVAXUSDT,ETHUSDT,SOLUSDT,-0.18867950369695427,0.0036159350180223274,22.207628241471834,0.20346530304847574,1442
FILUSDT|BTCUSDT|SOLUSDT,FILUSDT,BTCUSDT,SOLUSDT,-0.19005669195307923,1.2058211720303731e-05,22.80535604896307,0.2043785539435476,1419
DOTUSDT|ETHUSDT|SOLUSDT,DOTUSDT,ETHUSDT,SOLUSDT,-0.19019278189246663,9.519661784273636e-06,22.821991467681883,0.1498540053828906,1451
1000SHIBUSDT|BNBUSDT|SOLUSDT,1000SHIBUSDT,BNBUSDT,SOLUSDT,-0.19053038975252273,0.00012980996431855113,22.848069574584503,0.23091460456373497,1213
KSMUSDT|BTCUSDT|ETHUSDT,KSMUSDT,BTCUSDT,ETHUSDT,-0.19063035404533063,5.028717462167242e-05,22.869608024485075,0.20183162038298358,1421
1000SHIBUSDT|ETHUSDT|SOLUSDT,1000SHIBUSDT,ETHUSDT,SOLUSDT,-0.19072346059737755,0.00021334703324079972,22.861213627696408,0.25093060010134405,1213
VETUSDT|ETHUSDT|SOLUSDT,VETUSDT,ETHUSDT,SOLUSDT,-0.19118289755675133,2.919738134309875e-05,22.938444021048987,0.16355770222168925,1451
CELRUSDT|BTCUSDT|ETHUSDT,CELRUSDT,BTCUSDT,ETHUSDT,-0.19134281468796463,0.00023280623159437235,22.93320101476443,0.2158653512862658,1255
GRTUSDT|ETHUSDT|SOLUSDT,GRTUSDT,ETHUSDT,SOLUSDT,-0.19165453651125608,0.004734669973443479,22.43038398453751,0.19123902668907045,1355
THETAUSDT|ETHUSDT|SOLUSDT,THETAUSDT,ETHUSDT,SOLUSDT,-0.1921129368195666,5.770157317837871e-05,23.046628229566586,0.19375200790475214,1451
DYDXUSDT|ETHUSDT|SOLUSDT,DYDXUSDT,ETHUSDT,SOLUSDT,-0.19314831191010196,0.0004899727760338727,23.119000696088168,0.2022017628444539,1090
DYDXUSDT|BTCUSDT|ETHUSDT,DYDXUSDT,BTCUSDT,ETHUSDT,-0.19333311316537075,3.261068621872411e-05,23.196060297498242,0.21598440076050335,1090
SKLUSDT|ETHUSDT|BNBUSDT,SKLUSDT,ETHUSDT,BNBUSDT,-0.19384697652456556,1.2079524627892047e-05,23.26018763999252,0.198043898549527,1366
THETAUSDT|BTCUSDT|ETHUSDT,THETAUSDT,BTCUSDT,ETHUSDT,-0.19406483861155108,9.948625913480197e-06,23.286586798276513,0.21152273937977678,1561
SKLUSDT|ETHUSDT|SOLUSDT,SKLUSDT,ETHUSDT,SOLUSDT,-0.1943898773153424,0.002360539732602719,23.04352050992876,0.2133428251548438,1366
ZILUSDT|ETHUSDT|BNBUSDT,ZILUSDT,ETHUSDT,BNBUSDT,-0.19450848553611177,0.0016324295132912308,23.145126722738464,0.20910885404978447,1539
FILUSDT|ETHUSDT|BNBUSDT,FILUSDT,ETHUSDT,BNBUSDT,-0.1964218062513834,2.108818496910444e-05,23.568086167969714,0.1931083502304494,1419
ENJUSDT|ETHUSDT|SOLUSDT,ENJUSDT,ETHUSDT,SOLUSDT,-0.19682438342124248,6.39886128704533e-05,23.61124737700464,0.2235302951760243,1436
C98USDT|BTCUSDT|ETHUSDT,C98USDT,BTCUSDT,ETHUSDT,-0.19819467154825832,4.571036064887601e-05,23.777875342513134,0.17736820686821944,1107
NEOUSDT|ETHUSDT|SOLUSDT,NEOUSDT,ETHUSDT,SOLUSDT,-0.19875664467802168,2.3928828161543186e-05,23.847925901983217,0.1644307752905794,1451
ALGOUSDT|BTCUSDT|ETHUSDT,ALGOUSDT,BTCUSDT,ETHUSDT,-0.19914679984049133,7.692525821286772e-06,23.896692877760405,0.1874861000673846,1541
ONEUSDT|ETHUSDT|SOLUSDT,ONEUSDT,ETHUSDT,SOLUSDT,-0.19935256967313195,4.8390092612132626e-05,23.916501549662378,0.190871488103742,1266
ZILUSDT|BTCUSDT|SOLUSDT,ZILUSDT,BTCUSDT,SOLUSDT,-0.2013992636978482,5.6521461718345004e-05,24.161129068335583,0.20059851477839208,1451
CHRUSDT|BTCUSDT|SOLUSDT,CHRUSDT,BTCUSDT,SOLUSDT,-0.20625296155520065,0.0007464067478060375,24.660786576887354,0.23035476264054638,1272
ICXUSDT|ETHUSDT|SOLUSDT,ICXUSDT,ETHUSDT,SOLUSDT,-0.20704574886262408,3.321715432701821e-05,24.841503804995646,0.1849047650644837,1450
FILUSDT|BTCUSDT|ETHUSDT,FILUSDT,BTCUSDT,ETHUSDT,-0.20967432969688157,5.375805723654674e-05,25.154468596757404,0.24122131958220838,1419
ADAUSDT|BTCUSDT|ETHUSDT,ADAUSDT,BTCUSDT,ETHUSDT,-0.21446326437023883,1.91392004151178e-06,25.73536205402368,0.18533383663949862,1678
ONEUSDT|BTCUSDT|ETHUSDT,ONEUSDT,BTCUSDT,ETHUSDT,-0.22033511257289684,0.0002749889864466665,26.40721483037402,0.20950208568839992,1266
BCHUSDT|ETHUSDT|SOLUSDT,BCHUSDT,ETHUSDT,SOLUSDT,-0.2207156060983213,0.00033776362424589254,26.44534109688905,0.1664952586536226,1451
ZILUSDT|ETHUSDT|SOLUSDT,ZILUSDT,ETHUSDT,SOLUSDT,-0.225078815862178,0.0011185520704359376,26.87523165500905,0.22303319983080083,1451
1000SHIBUSDT|BTCUSDT|BNBUSDT,1000SHIBUSDT,BTCUSDT,BNBUSDT,-0.22635239551655284,0.037840563462142686,22.621419846529218,0.2449850398627635,1213
1000SHIBUSDT|BTCUSDT|SOLUSDT,1000SHIBUSDT,BTCUSDT,SOLUSDT,-0.23440176036865143,0.014434760858255612,26.396039941247498,0.2577323027734464,1213
FILUSDT|ETHUSDT|SOLUSDT,FILUSDT,ETHUSDT,SOLUSDT,-0.24058944577182567,0.00011922096705243501,28.856426976572788,0.22527998934659066,1419
ENJUSDT|BTCUSDT|ETHUSDT,ENJUSDT,BTCUSDT,ETHUSDT,-0.2521622048827511,0.00017329255959598402,30.238669478778615,0.2592698916650318,1436
MANAUSDT|ETHUSDT|SOLUSDT,MANAUSDT,ETHUSDT,SOLUSDT,-0.2549053585442836,0.007797474240649574,29.652946116436084,0.2659018546410981,1269
AXSUSDT|ETHUSDT|SOLUSDT,AXSUSDT,ETHUSDT,SOLUSDT,-0.2715453973689406,6.119481426192413e-05,32.57810430656144,0.3388526971148438,1384
AXSUSDT|BTCUSDT|BNBUSDT,AXSUSDT,BTCUSDT,BNBUSDT,-0.280829985187808,0.007216518129545501,32.8336160469915,0.33862706636039575,1384
AXSUSDT|BNBUSDT|SOLUSDT,AXSUSDT,BNBUSDT,SOLUSDT,-0.2854447659308557,3.3750746136096996e-06,34.25296690274905,0.32779298304651666,1384
AXSUSDT|BTCUSDT|SOLUSDT,AXSUSDT,BTCUSDT,SOLUSDT,-0.2937015648931829,0.0006497281273110385,35.166220411904625,0.348743508028077,1384
MANAUSDT|BTCUSDT|SOLUSDT,MANAUSDT,BTCUSDT,SOLUSDT,-0.29456096286130623,0.02902340693708131,31.864506710906987,0.28153295654057536,1269
SANDUSDT|ETHUSDT|SOLUSDT,SANDUSDT,ETHUSDT,SOLUSDT,-0.3172347060766143,0.006301391522217736,37.31199774652759,0.332669694495588,1318
AXSUSDT|BTCUSDT|ETHUSDT,AXSUSDT,BTCUSDT,ETHUSDT,-0.34911025730094575,0.006708926699840596,41.08815967213262,0.39661166899662587,1384
AXSUSDT|ETHUSDT|BNBUSDT,AXSUSDT,ETHUSDT,BNBUSDT,-0.3503694197866771,0.007775923331981988,41.11121957456342,0.35664267348813616,1384
SANDUSDT|BTCUSDT|SOLUSDT,SANDUSDT,BTCUSDT,SOLUSDT,-0.3504394739998474,0.025276597521057338,39.01954517745481,0.34254604758696355,1318
