n_triangles,window,entry_z,exit_z,weight_cap,is_sharpe,is_cagr,is_max_dd,is_n_days,robust_score,min_yearly_sharpe,yearly_sharpes
10,150,3.0,0.75,0.25,0.05610946535454008,-0.008152498339555558,-0.3290718419499976,1827,0.02211296219296919,-0.10146838299779207,"{2020: nan, 2021: 0.32799243071091116, 2022: -0.026872009707471594, 2023: 0.24673954173979395, 2024: -0.10146838299779207}"
12,150,3.0,0.75,0.15,0.09179310096012826,0.0029427375629211827,-0.2757110280210907,1827,0.02201770014629917,-0.24684133252590026,"{2020: nan, 2021: 0.42644894983469195, 2022: 0.10409543651301768, 2023: 0.3587289254970238, 2024: -0.24684133252590026}"
8,120,3.0,0.75,0.15,0.197647626871638,0.016264346470300284,-0.2405790306569099,1827,0.020081826856408816,-0.5711386647585821,"{2020: nan, 2021: 1.4145165034376852, 2022: -0.055736141878932076, 2023: 0.6728555021723461, 2024: -0.5711386647585821}"
8,120,3.0,0.75,0.2,0.19764762687163795,0.018210341895599225,-0.3127532947248747,1827,0.020081826856408747,-0.5711386647585823,"{2020: nan, 2021: 1.4145165034376848, 2022: -0.055736141878931875, 2023: 0.672855502172346, 2024: -0.5711386647585823}"
10,150,3.0,0.5,0.2,0.037318242272925434,-0.007911338714493898,-0.3104636755682816,1827,0.017281883353604956,-0.06163084828636847,"{2020: nan, 2021: 0.2540293930488715, 2022: -0.06163084828636847, 2023: 0.08172086096447491, 2024: 0.03473689608789665}"
12,150,2.0,0.5,0.15,0.3371217833188768,0.046708837963236105,-0.30658046562633,1827,0.01472874684294967,-0.8746251986967006,"{2020: nan, 2021: -0.8746251986967006, 2022: 0.7039365292316515, 2023: 1.3572055769548208, 2024: -0.045957554873467275}"
12,150,3.0,0.5,0.15,0.06880201193436247,-0.0004106984882995546,-0.2591461414060655,1827,0.006187610379606051,-0.2272389986660106,"{2020: nan, 2021: 0.3390495107030481, 2022: 0.05078093177162537, 2023: 0.34111509719509264, 2024: -0.2272389986660106}"
8,120,3.0,0.5,0.25,0.23783323742308668,0.02650469065877248,-0.3979275428577105,1827,-0.010077045113774066,-0.43104540412559333,"{2020: nan, 2021: 1.3993485273143962, 2022: -0.12280802926086562, 2023: 0.9027854751623405, 2024: -0.43104540412559333}"
10,150,3.0,0.5,0.25,0.020055954463716233,-0.015109681405759412,-0.35044747196421555,1827,-0.012751952640266555,-0.11979697614894454,"{2020: nan, 2021: 0.2540293930488714, 2022: -0.042370260668645236, 2023: 0.1362027553792824, 2024: -0.11979697614894454}"
8,90,3.0,0.75,0.2,0.0905098776967034,0.0020717000027083987,-0.28533757051551867,1827,-0.02017177602388031,-0.3983756588361886,"{2020: nan, 2021: 0.6398143393213644, 2022: -0.3983756588361886, 2023: 0.45548908222140855, 2024: -0.019692530049874677}"
8,90,3.0,0.75,0.15,0.09050987769670328,0.003732251006734799,-0.21911563985907367,1827,-0.020171776023880372,-0.39837565883618853,"{2020: nan, 2021: 0.6398143393213643, 2022: -0.39837565883618853, 2023: 0.45548908222140866, 2024: -0.019692530049874743}"
8,90,3.0,0.75,0.25,0.08799786591993065,-0.0015879864698505886,-0.3482695726779046,1827,-0.022755776883034297,-0.39837565883618875,"{2020: nan, 2021: 0.6398143393213642, 2022: -0.39837565883618875, 2023: 0.455489082221409, 2024: -0.032642976669641804}"
12,150,2.0,0.75,0.25,0.28118996290496556,0.03882276781447036,-0.40027621961381943,1827,-0.03695178228335359,-0.4901111083411263,"{2020: nan, 2021: -0.4901111083411263, 2022: 0.4242097992489675, 2023: 1.4847173363342858, 2024: -0.15339348846142983}"
8,120,3.0,0.75,0.25,0.19764762687163798,0.01822582048253696,-0.38111866819434026,1827,-0.042155509532271776,-0.5711386647585822,"{2020: nan, 2021: 1.4145165034376848, 2022: -0.05573614187893172, 2023: 0.6728555021723458, 2024: -0.5711386647585822}"
12,150,3.0,0.75,0.2,0.05940610871020472,-0.005284319748894428,-0.34205304278631266,1827,-0.04382459166762724,-0.4235343926136631,"{2020: nan, 2021: 0.4264489498346917, 2022: 0.0976698850977231, 2023: 0.41814251471317077, 2024: -0.4235343926136631}"
10,150,2.5,0.75,0.15,0.003084922381917016,-0.010908932995986498,-0.2646238473412351,1827,-0.05545220933352624,-0.2047099109588115,"{2020: nan, 2021: -0.2047099109588115, 2022: 0.09686511932141209, 2023: 0.08932403690890883, 2024: -0.08209872730965323}"
12,150,2.5,0.75,0.15,0.03997264391147564,-0.006708350930620277,-0.2840398874114094,1827,-0.05623468704967757,-0.3163511695458559,"{2020: nan, 2021: -0.12354863538094478, 2022: 0.25664261397731597, 2023: 0.28049833363636995, 2024: -0.3163511695458559}"
10,150,2.5,0.75,0.2,-0.013569879072969693,-0.02100153545387884,-0.3382599607454988,1827,-0.07065345235325328,-0.20470991095881158,"{2020: nan, 2021: -0.20470991095881158, 2022: 0.08810736208291274, 2023: 0.11170882798076805, 2024: -0.14840451401175334}"
8,90,3.0,0.5,0.15,0.037663270745693506,-0.002397150629207978,-0.22326273754802795,1827,-0.07506756563712903,-0.4766377720445776,"{2020: nan, 2021: 0.2967575817978754, 2022: -0.4766377720445776, 2023: 0.5671835415955939, 2024: 0.057502196724283784}"
8,90,3.0,0.5,0.2,0.037663270745693464,-0.006286554640683839,-0.2904647632923958,1827,-0.0750675656371291,-0.4766377720445777,"{2020: nan, 2021: 0.2967575817978752, 2022: -0.4766377720445777, 2023: 0.5671835415955939, 2024: 0.057502196724283784}"
12,150,3.0,0.5,0.2,0.026772680512066827,-0.01121330795630493,-0.3310050896489827,1827,-0.07712066918115487,-0.44508359488248744,"{2020: nan, 2021: 0.3390495107030482, 2022: 0.04211937469776251, 2023: 0.3957398180796907, 2024: -0.44508359488248744}"
8,90,3.0,0.5,0.25,0.035077825843182406,-0.012273944752512533,-0.3541904513755566,1827,-0.08594191857479772,-0.47663777204457775,"{2020: nan, 2021: 0.29675758179787537, 2022: -0.47663777204457775, 2023: 0.5671835415955943, 2024: 0.044228745818745606}"
12,150,2.0,0.5,0.2,0.30480380715650646,0.04459702916488428,-0.39091919101477124,1827,-0.09272368168757525,-0.8746251986967007,"{2020: nan, 2021: -0.8746251986967007, 2022: 0.6646554686828497, 2023: 1.4074805649015814, 2024: -0.12179272000920241}"
10,150,2.5,0.5,0.15,-0.04134617679845225,-0.018017377432210657,-0.29507191647701614,1827,-0.11797996852481282,-0.31075633359834565,"{2020: nan, 2021: -0.31075633359834565, 2022: 0.034912885553250825, 2023: 0.11757618761450563, 2024: -0.1564283996807414}"
12,150,2.5,0.75,0.2,-0.004943194537030385,-0.021518849011887498,-0.35429480059992513,1827,-0.12398525305301214,-0.43378907008422196,"{2020: nan, 2021: -0.12354863538094511, 2022: 0.18190650966836666, 2023: 0.32510600476186774, 2024: -0.43378907008422196}"
12,150,3.0,0.5,0.25,0.006617040111570034,-0.01857157953067401,-0.35489689869796626,1827,-0.13144452084521402,-0.563498276026577,"{2020: nan, 2021: 0.3390495107030481, 2022: -0.008104965978599015, 2023: 0.5091994664307086, 2024: -0.563498276026577}"
12,150,3.0,0.75,0.25,0.029924128975481253,-0.013861712434077189,-0.36971815772424077,1827,-0.1335284133460682,-0.5351911277925925,"{2020: nan, 2021: 0.42644894983469206, 2022: 0.007191510220932146, 2023: 0.5433914265952733, 2024: -0.5351911277925925}"
12,150,2.5,0.5,0.15,-0.007726295049867554,-0.01475832668803101,-0.3042149214891785,1827,-0.1496406843342887,-0.4836979474997014,"{2020: nan, 2021: -0.4836979474997014, 2022: 0.2388138984422377, 2023: 0.3587993433128124, 2024: -0.3558653796982359}"
8,150,3.0,0.5,0.2,-0.09122042681756574,-0.02531303368096771,-0.28515239121572633,1827,-0.1542396894676404,-0.3494087241703534,"{2020: nan, 2021: 0.2540293930488715, 2022: -0.23101544401956425, 2023: 0.13766542968513876, 2024: -0.3494087241703534}"
8,150,3.0,0.75,0.25,-0.0821710301531343,-0.03263578560429381,-0.3447490948385453,1827,-0.1580645013976492,-0.39975641719628147,"{2020: nan, 2021: 0.32799243071091116, 2022: -0.25340817783406294, 2023: 0.24371588673085168, 2024: -0.39975641719628147}"
8,150,3.0,0.75,0.15,-0.0839088396647156,-0.015685482921908633,-0.21267432949377418,1827,-0.15947699152173106,-0.39975641719628163,"{2020: nan, 2021: 0.32799243071091116, 2022: -0.2578346553172159, 2023: 0.24371588673085198, 2024: -0.39975641719628163}"
8,150,3.0,0.75,0.2,-0.0839088396647158,-0.023716709314756,-0.280021610803454,1827,-0.15947699152173128,-0.3997564171962818,"{2020: nan, 2021: 0.3279924307109111, 2022: -0.25783465531721655, 2023: 0.24371588673085173, 2024: -0.3997564171962818}"
8,150,3.0,0.5,0.15,-0.09764978041313771,-0.017580898305024184,-0.21960632517077117,1827,-0.15983184961745073,-0.3494087241703531,"{2020: nan, 2021: 0.2540293930488717, 2022: -0.250884947659168, 2023: 0.13766542968513915, 2024: -0.3494087241703531}"
10,150,2.5,0.5,0.2,-0.06783238499167167,-0.03147868551730204,-0.37266848398493957,1827,-0.1883079351920317,-0.31075633359834615,"{2020: nan, 2021: -0.31075633359834615, 2022: 0.018905098617396005, 2023: 0.1424266759586781, 2024: -0.25991311047858273}"
8,150,3.0,0.5,0.25,-0.10559676696757109,-0.03700669600556039,-0.35035716646465564,1827,-0.1938371265154279,-0.4730089645172768,"{2020: nan, 2021: 0.2540293930488714, 2022: -0.2008492837697922, 2023: 0.1376654296851389, 2024: -0.4730089645172768}"
10,150,2.5,0.75,0.25,-0.05376850732046393,-0.03709876856946037,-0.4024452441816222,1827,-0.22914751667313665,-0.29926530855097994,"{2020: nan, 2021: -0.20470991095881141, 2022: 0.046558800361390755, 2023: 0.17044927475407468, 2024: -0.29926530855097994}"
12,150,2.5,0.75,0.25,-0.023543234761883098,-0.032095406163307305,-0.40041252349536327,1827,-0.2365752599250617,-0.4616840433575428,"{2020: nan, 2021: -0.12354863538094463, 2022: 0.09369755801731189, 2023: 0.4189612984807916, 2024: -0.4616840433575428}"
12,150,2.0,0.5,0.25,0.2385006262896642,0.027032514043501266,-0.4444893159723212,1827,-0.24850384945616316,-0.8746251986967012,"{2020: nan, 2021: -0.8746251986967012, 2022: 0.5377880536091968, 2023: 1.433919212994885, 2024: -0.1784387847931839}"
12,150,2.5,0.5,0.2,-0.04322237807048727,-0.02972448351494794,-0.3844485715785452,1827,-0.2493287591428131,-0.4836979474997016,"{2020: nan, 2021: -0.4836979474997016, 2022: 0.17751801671768205, 2023: 0.4100992736670318, 2024: -0.44776016884272407}"
10,150,2.0,0.75,0.15,0.14119665600096684,0.009348479994570225,-0.3622961755473918,1827,-0.31551950889029523,-1.5322750488443466,"{2020: nan, 2021: -1.5322750488443466, 2022: 0.46203583073496096, 2023: 1.0292534940051128, 2024: 0.09610652828095821}"
10,150,2.5,0.5,0.25,-0.08211304075331335,-0.04369891947934512,-0.42719082875881853,1827,-0.3254119034527021,-0.3754315430927769,"{2020: nan, 2021: -0.310756333598346, 2022: 0.035127866887988295, 2023: 0.20307982381365028, 2024: -0.3754315430927769}"
12,150,2.5,0.5,0.25,-0.059488575478302094,-0.04058605795472736,-0.4249057537748375,1827,-0.34361321272911,-0.48369794749970163,"{2020: nan, 2021: -0.48369794749970163, 2022: 0.11249451223491692, 2023: 0.5059580778014713, 2024: -0.477653444959246}"
8,150,2.5,0.75,0.15,-0.2250350244643395,-0.037351350864519905,-0.26509855346561295,1827,-0.34831560308108983,-0.7123205299308913,"{2020: nan, 2021: -0.2047099109588115, 2022: -0.1483459299352324, 2023: 0.06827307519679976, 2024: -0.7123205299308913}"
8,150,2.5,0.75,0.2,-0.22503502446433965,-0.05336730001786161,-0.34387857653033915,1827,-0.3483156030810901,-0.7123205299308919,"{2020: nan, 2021: -0.20470991095881158, 2022: -0.14834592993523296, 2023: 0.06827307519679955, 2024: -0.7123205299308919}"
8,150,2.5,0.5,0.15,-0.24853468935430972,-0.04144220719078884,-0.282113969978003,1827,-0.3827691544918057,-0.7640418980851366,"{2020: nan, 2021: -0.31075633359834565, 2022: -0.15575444008454753, 2023: 0.11595644664174051, 2024: -0.7640418980851366}"
8,150,2.5,0.5,0.2,-0.23022864939918206,-0.055597233007025126,-0.3642423157854757,1827,-0.3850139522231314,-0.710201775060114,"{2020: nan, 2021: -0.31075633359834615, 2022: -0.1389307105133022, 2023: 0.11595644664174029, 2024: -0.710201775060114}"
8,150,2.5,0.75,0.25,-0.20404678454539862,-0.0663983447878852,-0.41624882986606593,1827,-0.45185516195707787,-0.6567393496049981,"{2020: nan, 2021: -0.20470991095881141, 2022: -0.12296991923848309, 2023: 0.06827307519679945, 2024: -0.6567393496049981}"
10,150,2.0,0.5,0.15,0.1337493525175274,0.007851850619147838,-0.3990392933163729,1827,-0.46966142140499423,-1.8279836842855897,"{2020: nan, 2021: -1.8279836842855897, 2022: 0.5080688316432239, 2023: 1.2438437417072015, 2024: 0.0663955249863826}"
10,150,2.0,0.75,0.2,0.14143656064443852,0.006264982708594102,-0.4544187096022806,1827,-0.4963816880234393,-1.5322750488443462,"{2020: nan, 2021: -1.5322750488443462, 2022: 0.4835995841462192, 2023: 1.116256897245101, 2024: 0.0826139981599508}"
8,150,2.5,0.5,0.25,-0.22408584900885578,-0.07131989097727032,-0.43834057788218117,1827,-0.5390766097393865,-0.7498558605797202,"{2020: nan, 2021: -0.310756333598346, 2022: -0.10582354371705441, 2023: 0.11595644664174035, 2024: -0.7498558605797202}"
8,150,2.0,0.75,0.15,-0.2363476205890027,-0.0438091324922224,-0.362098808352896,1827,-0.6151912977357734,-1.5756587392974444,"{2020: nan, 2021: -1.5756587392974444, 2022: -0.00752135830455589, 2023: 0.9633507417183156, 2024: -0.5407562374489919}"
10,150,2.0,0.5,0.2,0.1286846148424785,0.0029456856755443184,-0.4950051856489154,1827,-0.661970798795965,-1.8279836842855903,"{2020: nan, 2021: -1.8279836842855903, 2022: 0.5267027894280948, 2023: 1.338770587924611, 2024: 0.041562313670839665}"
10,150,2.0,0.75,0.25,0.09554889301862149,-0.010772435008969738,-0.5351242087424728,1827,-0.6930016471298698,-1.5322750488443462,"{2020: nan, 2021: -1.5322750488443462, 2022: 0.45296454503199324, 2023: 1.2664066802173697, 2024: -0.08656614359769636}"
8,150,2.0,0.5,0.15,-0.21901071958678223,-0.042689561691236166,-0.38981764570980326,1827,-0.7447058738760421,-1.9135087373820232,"{2020: nan, 2021: -1.9135087373820232, 2022: 0.047889265555647834, 2023: 1.290788834415676, 2024: -0.5535865883061692}"
8,150,2.0,0.75,0.2,-0.24331008028915638,-0.06356715168474403,-0.45799924983253915,1827,-0.8139721056253739,-1.5756587392974444,"{2020: nan, 2021: -1.5756587392974444, 2022: -0.007521358304556734, 2023: 0.9633507417183157, 2024: -0.5774798605528204}"
10,150,2.0,0.5,0.25,0.09085410782451794,-0.012442271617474132,-0.5688950477957013,1827,-0.8339939868343298,-1.8279836842855905,"{2020: nan, 2021: -1.8279836842855905, 2022: 0.5172240313228655, 2023: 1.4240624423800066, 2024: -0.03220870557984772}"
8,150,2.0,0.5,0.2,-0.2096721346813634,-0.0591168548410026,-0.4873195749506237,1827,-0.932951370515273,-1.9135087373820237,"{2020: nan, 2021: -1.9135087373820237, 2022: 0.07690259191430344, 2023: 1.2907888344156757, 2024: -0.5563519351401994}"
8,150,2.0,0.75,0.25,-0.2469000455993828,-0.084367144644512,-0.5420035385929363,1827,-0.9844369890667966,-1.5756587392974442,"{2020: nan, 2021: -1.5756587392974442, 2022: 0.014963181463990314, 2023: 0.9301302131944004, 2024: -0.590122216173104}"
8,150,2.0,0.5,0.25,-0.19741364773127007,-0.07499514065576085,-0.5733998623719581,1827,-1.0925929861489738,-1.9135087373820234,"{2020: nan, 2021: -1.9135087373820234, 2022: 0.10230212396584377, 2023: 1.2600001791594717, 2024: -0.4972871624402674}"
