n_triangles,window,entry_z,exit_z,weight_cap,is_sharpe,is_cagr,is_max_dd,is_n_days,robust_score,min_yearly_sharpe,yearly_sharpes
10,90,2.5,0.75,0.15,0.5575501859514951,0.09858476820024453,-0.2601814420978469,1827,0.38252899970028115,-0.148854081602368,"{2020: nan, 2021: 1.063527188414719, 2022: 0.9463943032923826, 2023: 0.4112308999735921, 2024: -0.148854081602368}"
10,90,2.0,0.75,0.2,0.6730465640781014,0.1797437486179767,-0.32536798243624143,1827,0.37982105508218456,-0.4328182284790612,"{2020: nan, 2021: 1.20417990315953, 2022: 1.1913671703710593, 2023: -0.4328182284790612, 2024: 0.38341769138935716}"
12,120,2.5,0.5,0.15,0.5020261455691261,0.08839902727995419,-0.3368482976040197,1827,0.37335512348472183,-0.11930973713920517,"{2020: nan, 2021: 0.761953974146639, 2022: 0.6281185729073331, 2023: 1.2388484082443245, 2024: -0.11930973713920517}"
10,120,3.0,0.5,0.15,0.4562624137371198,0.05851454570957215,-0.28382116800677226,1827,0.370508862740929,0.05455970384619011,"{2020: nan, 2021: 1.5733755050531704, 2022: 0.26190699656402794, 2023: 0.7658908943750854, 2024: 0.05455970384619011}"
10,90,2.0,0.5,0.25,0.6704019006182722,0.1981810505479782,-0.3740887135869887,1827,0.3691065086083849,-0.2650863590839594,"{2020: nan, 2021: 1.0787928072829416, 2022: 1.2219488125831588, 2023: -0.2650863590839594, 2024: 0.33887701819661226}"
10,120,3.0,0.5,0.2,0.47726741135243206,0.07675318110161888,-0.3629183617798687,1827,0.36370771824301346,0.044240379582254,"{2020: nan, 2021: 1.57337550505317, 2022: 0.2946442514830891, 2023: 0.8705677584391434, 2024: 0.044240379582254}"
10,90,2.5,0.75,0.2,0.5428949242508323,0.11917714612350205,-0.32742490108519406,1827,0.35365881285450224,-0.19979115738333783,"{2020: nan, 2021: 1.0782977128178433, 2022: 0.955165678275942, 2023: 0.327132189167138, 2024: -0.19979115738333783}"
10,120,2.5,0.75,0.25,0.5361713221798768,0.126837346730454,-0.4155021284023033,1827,0.3435714304704487,0.22290854365623283,"{2020: nan, 2021: 0.6821115752573014, 2022: 0.8594873960347786, 2023: 0.6534569964727154, 2024: 0.22290854365623283}"
12,120,2.0,0.5,0.15,0.4925958620775026,0.09376433289427122,-0.3367378837496302,1827,0.34086580109512754,-0.15882221574138317,"{2020: nan, 2021: 0.8608910114884711, 2022: 0.8289425228533297, 2023: 0.539387471511857, 2024: -0.15882221574138317}"
12,120,3.0,0.5,0.15,0.4751050929229043,0.06353153716996185,-0.29301812774534497,1827,0.3390345446561691,-0.19583293206245347,"{2020: nan, 2021: 1.4417488084384247, 2022: 0.32502002537255553, 2023: 1.163717400772387, 2024: -0.19583293206245347}"
8,120,2.0,0.5,0.15,0.48586594079616385,0.07375022422749278,-0.25675444217760157,1827,0.3363336070477243,-0.15756129299554858,"{2020: nan, 2021: 0.8166711533286471, 2022: 0.84919333891644, 2023: 0.5378834077362483, 2024: -0.15756129299554858}"
8,120,2.0,0.5,0.2,0.4852130976059132,0.09125216426126892,-0.3325482460406566,1827,0.3337874437696757,-0.16422678163630036,"{2020: nan, 2021: 0.8166711533286467, 2022: 0.8471719510109, 2023: 0.5353237665234633, 2024: -0.16422678163630036}"
10,90,2.5,0.5,0.15,0.4706908829967142,0.0811110189218176,-0.2692457714415901,1827,0.32375266266471375,-0.059447937533872786,"{2020: nan, 2021: 0.8651744918675455, 2022: 0.8530101305587927, 2023: 0.15172615186979074, 2024: -0.059447937533872786}"
8,120,2.5,0.5,0.15,0.4353550555243217,0.058327587201537856,-0.26315487742725985,1827,0.3226841605460218,-0.11014589452763689,"{2020: nan, 2021: 0.6589350829715549, 2022: 0.6085752644811007, 2023: 0.9568646503525077, 2024: -0.11014589452763689}"
10,90,3.0,0.75,0.15,0.3683971832545522,0.040003424074978255,-0.2538730677215092,1827,0.31854675520666287,0.12659719879829778,"{2020: nan, 2021: 0.86666382719987, 2022: 0.12659719879829778, 2023: 0.5918523715842485, 2024: 0.27887501486625266}"
8,120,2.5,0.5,0.2,0.43353788765938234,0.07197482596890303,-0.3402216160491792,1827,0.3184885922894961,-0.12131571506188477,"{2020: nan, 2021: 0.6589350829715548, 2022: 0.6085752644811009, 2023: 0.9568646503525073, 2024: -0.12131571506188477}"
10,90,2.0,0.75,0.25,0.6429806699849979,0.18419952285915797,-0.37829743173763,1827,0.31408730881828273,-0.3533328928935322,"{2020: nan, 2021: 1.1890146221620148, 2022: 1.1172434685324033, 2023: -0.3533328928935322, 2024: 0.2581794325152319}"
12,120,3.0,0.5,0.2,0.49520950981169554,0.08231374884497589,-0.37014785532773176,1827,0.3111172115180443,-0.2253080712057362,"{2020: nan, 2021: 1.441748808438425, 2022: 0.35797699153654167, 2023: 1.303511870016869, 2024: -0.2253080712057362}"
12,90,2.0,0.75,0.15,0.5415455810001222,0.11797229686278454,-0.2971649982035154,1827,0.3084834647077911,-0.272537751236208,"{2020: nan, 2021: 0.9635430493400166, 2022: 1.0406938580222493, 2023: -0.272537751236208, 2024: 0.08210138690983114}"
