time,daily_return,equity,drawdown,sample
2024-05-22 00:00:00+00:00,-0.005246567475843174,18.372688535463425,-0.09077691614229344,in_sample
2024-05-23 00:00:00+00:00,-0.004172513819281182,18.296028238651854,-0.09457066202449926,in_sample
2024-05-24 00:00:00+00:00,-0.006247892415237116,18.181716622590617,-0.10022768711776953,in_sample
2024-05-25 00:00:00+00:00,-0.0006165894898652316,18.17050596721342,-0.10078247726916445,in_sample
2024-05-26 00:00:00+00:00,-0.004602370885717907,18.08687855957115,-0.10492100981570829,in_sample
2024-05-27 00:00:00+00:00,0.0003956302145370121,18.09403427521598,-0.10456688952279414,in_sample
2024-05-28 00:00:00+00:00,-0.006747792078021613,17.971939494074224,-0.11060908597207053,in_sample
2024-05-29 00:00:00+00:00,0.004024299271703863,18.044263957091335,-0.10702991076448776,in_sample
2024-05-30 00:00:00+00:00,-0.006316666749360917,17.930284354936884,-0.11267050523533562,in_sample
2024-05-31 00:00:00+00:00,-0.01401704314814232,17.678954785475273,-0.12510824105007123,in_sample
2024-06-01 00:00:00+00:00,0.0002735056793099998,17.683790080013363,-0.12486895318521696,in_sample
2024-06-02 00:00:00+00:00,-0.026995299962591448,17.206410862327903,-0.14849337830055875,in_sample
2024-06-03 00:00:00+00:00,-0.010900510652569077,17.01885219743062,-0.15777523530112658,in_sample
2024-06-04 00:00:00+00:00,0.012744975886819474,17.235757058308216,-0.14704110098375722,in_sample
2024-06-05 00:00:00+00:00,0.004550420959095264,17.314187008472214,-0.14315977893242704,in_sample
2024-06-06 00:00:00+00:00,-0.0059243698670515,17.211611360686728,-0.14823601731899738,in_sample
2024-06-07 00:00:00+00:00,0.009111998708060134,17.36844354116894,-0.14047474500923585,in_sample
2024-06-08 00:00:00+00:00,0.0017845830473896297,17.399438971072055,-0.1389408508103761,in_sample
2024-06-09 00:00:00+00:00,-0.006857152268130601,17.28012836866737,-0.1448452645082362,in_sample
2024-06-10 00:00:00+00:00,0.010609348611697834,17.46345927458545,-0.13577262980245997,in_sample
2024-06-11 00:00:00+00:00,-0.0002524427809424193,17.4590507503613,-0.13599079776315914,in_sample
2024-06-12 00:00:00+00:00,0.005270940744823318,17.551076372327316,-0.13143665645518676,in_sample
2024-06-13 00:00:00+00:00,-0.0012338180507519266,17.52942153748901,-0.1325083055866738,in_sample
2024-06-14 00:00:00+00:00,-0.007660080350904846,17.395144760006964,-0.13915336166962244,in_sample
2024-06-15 00:00:00+00:00,-0.008638960465640189,17.244868792131175,-0.14659018174513783,in_sample
2024-06-16 00:00:00+00:00,0.00374550474462816,17.309459530012592,-0.14339373122175203,in_sample
2024-06-17 00:00:00+00:00,-0.014011970132010337,17.06691990007681,-0.15539647267476575,in_sample
2024-06-18 00:00:00+00:00,0.016911926208511334,17.355554390033486,-0.141112600145193,in_sample
