time,Baseline (equal weight),Spread-weighted legs,Conviction sizing 50–100%,Conviction sizing 70–100%,Vol target 15%,Vol target 20%,sample
2023-11-09 00:00:00+00:00,15.655432726634485,20.64953466153066,8.815766442250528,11.12607112491744,2.6381497635480677,3.4913707378810632,in_sample
2023-11-10 00:00:00+00:00,15.903238861171642,21.102868805485738,8.955309120066124,11.302183068048887,2.6607780840966972,3.531299659431812,in_sample
2023-11-11 00:00:00+00:00,16.230857632262275,21.576636230952193,9.13979527375247,11.535016603388412,2.6904800446728303,3.5838589835352166,in_sample
2023-11-12 00:00:00+00:00,16.326254068670845,21.732437696374962,9.193514178715741,11.60281335836023,2.6990026496613178,3.5989957194554294,in_sample
2023-11-13 00:00:00+00:00,16.10787581888953,21.369638065421626,9.070542704227893,11.44761535255434,2.6799585814746996,3.565136535758688,in_sample
2023-11-14 00:00:00+00:00,15.949994562500503,21.230829640314177,8.981637829719585,11.335411613536182,2.665383140132592,3.5392836792691615,in_sample
2023-11-15 00:00:00+00:00,16.559022827270194,22.122032282699802,9.324589125457605,11.768238473657684,2.7196182081847016,3.6353065428295754,in_sample
2023-11-16 00:00:00+00:00,16.58065026601495,22.230750394467368,9.336767801834492,11.783608756033496,2.721359924644659,3.6384107399425294,in_sample
2023-11-17 00:00:00+00:00,16.82048324839875,22.57504605956371,9.471820699749408,11.954054304661707,2.7400570987818447,3.6717411340939976,in_sample
2023-11-18 00:00:00+00:00,16.68482687350348,22.38862601694949,9.395430928967505,11.857645441234668,2.7295361723092877,3.652943414627864,in_sample
2023-11-19 00:00:00+00:00,16.823510559920592,22.604910271324215,9.47352541604761,11.956205767600956,2.7402222560116876,3.672011689296581,in_sample
2023-11-20 00:00:00+00:00,16.74511580173009,22.40527774809883,9.429380364896874,11.900491839364127,2.7338593679752314,3.6606429768031354,in_sample
2023-11-21 00:00:00+00:00,16.56257806088589,22.15185227117749,9.326591121170585,11.77076512257021,2.7180224010050154,3.632368670966489,in_sample
2023-11-22 00:00:00+00:00,16.770594362116086,22.44807751927382,9.44372765516791,11.918599053643348,2.7358393730321895,3.664116170412686,in_sample
2023-11-23 00:00:00+00:00,16.768004919689517,22.443092606068156,9.442269508334993,11.916758777420075,2.735602645555953,3.663693437517761,in_sample
2023-11-24 00:00:00+00:00,16.601369485767048,22.22814369008961,9.348435048942227,11.798333581379426,2.721095362675804,3.6377880002299015,in_sample
2023-11-25 00:00:00+00:00,16.620283628604977,22.262399375979875,9.359085835070346,11.811775566801114,2.722701994434639,3.640651839948393,in_sample
2023-11-26 00:00:00+00:00,16.701632186718424,22.3414272129729,9.403560537503607,11.868578807622914,2.72999381884595,3.653652158021584,in_sample
2023-11-27 00:00:00+00:00,16.84577278346351,22.595903838670196,9.47254299325484,11.961789881341723,2.7436699418344563,3.678056509379638,in_sample
2023-11-28 00:00:00+00:00,16.80740343994268,22.45537149503139,9.45420385431022,11.936996772222152,2.7399047963921195,3.671326633946838,in_sample
2023-11-29 00:00:00+00:00,17.019691540172506,22.785566414879074,9.554357301390839,12.073178491435401,2.7610625478528847,3.7091269821217665,in_sample
2023-11-30 00:00:00+00:00,17.05468616015652,22.872068945420658,9.572640762151869,12.096970203564169,2.7645134739979023,3.71530814030801,in_sample
2023-12-01 00:00:00+00:00,16.77220036111538,22.515455966486208,9.43786755132577,11.91463484668485,2.7362647236729796,3.6646890769427976,in_sample
2023-12-02 00:00:00+00:00,16.342099928392116,21.89859527556863,9.232149386395077,11.6365982481111,2.6920183671103426,3.5856766733125163,in_sample
2023-12-03 00:00:00+00:00,16.073367900181523,21.468721007914937,9.103106723323181,11.462466082552565,2.6641739124603365,3.5362261877638574,in_sample
2023-12-04 00:00:00+00:00,15.365839493198258,20.504879404606996,8.762506007731588,11.003314112645198,2.5979541989861668,3.419032694832396,in_sample
2023-12-05 00:00:00+00:00,15.563766813129872,20.8288512492579,8.858445343239309,11.132291731539206,2.616371047359029,3.4513493059808447,in_sample
2023-12-06 00:00:00+00:00,15.907808661649819,21.36176614857679,9.02489120145407,11.356227015787967,2.6427609257406632,3.497765091707826,in_sample
2023-12-07 00:00:00+00:00,16.088035182273806,21.619184429900436,9.110515052522196,11.472336350620957,2.6586040321734936,3.5257234610960495,in_sample
2023-12-08 00:00:00+00:00,16.336151297039113,22.009301828374113,9.251021060417633,11.649267311446625,2.678999585964482,3.5617870401436575,in_sample
2023-12-09 00:00:00+00:00,16.601793377481748,22.324492395621974,9.40145187095704,11.838695993146331,2.7008679618985854,3.6005530025818526,in_sample
